1 15 18 61 67 76 85 126 156 162 164 169 171 181 185 189 199 206 261 266 278 291 325 2298 2301 2355 2403 3404 3405 4405 4414 4415 4427 4429 4431 4433 4435 4437 4439 4441 4494 4497 4500 4503 4504 4519 4526 4568 4681 4781 4787 4800 4816 4854 4934 4938 4941 4947 5114 6466 6858 6868 6922 6963 7027 7037 7047 7058 7063 7076 7083 7093 7103 7113 
2 16 55 61 67 75 85 112 156 162 168 169 171 181 185 189 199 253 261 266 278 292 1219 2298 2301 2355 2403 3404 3405 4405 4414 4415 4427 4429 4431 4433 4435 4437 4439 4441 4494 4497 4500 4502 4508 4519 4526 4549 4681 4781 4787 4800 4817 4849 4934 4938 4941 4947 5834 6260 6859 6868 6918 6944 7027 7037 7047 7058 7063 7074 7083 7093 7103 7113 
1 15 18 61 67 74 85 125 156 162 164 169 171 181 185 189 198 211 261 266 278 292 350 1381 2300 2302 2402 3404 3405 4405 4413 4415 4427 4429 4431 4433 4435 4437 4439 4441 4494 4497 4500 4503 4504 4519 4526 4568 4681 4781 4787 4801 4816 4859 4934 4938 4941 4947 5404 6524 6858 6868 6922 6963 7027 7037 7047 7053 7063 7073 7083 7093 7103 7113 
2 16 18 61 67 74 85 112 156 162 166 169 171 181 185 189 198 253 261 266 278 292 1294 2298 2300 2302 2402 3404 3405 4405 4414 4415 4427 4429 4431 4433 4435 4437 4439 4441 4493 4497 4500 4503 4508 4519 4526 4568 4681 4781 4787 4801 4816 4854 4934 4938 4941 4947 5515 6206 6859 6868 6922 6955 7027 7037 7047 7058 7063 7073 7083 7093 7103 7113 
3 16 18 58 71 75 85 112 161 162 168 169 171 181 185 189 198 253 261 266 279 292 350 2298 2300 2302 2402 3404 3405 4405 4414 4415 4427 4429 4431 4433 4435 4437 4439 4441 4494 4497 4500 4503 4505 4519 4526 4568 4681 4781 4787 4800 4821 4864 4934 4938 4941 4947 5795 6326 6858 6868 6900 6943 7026 7036 7046 7058 7063 7073 7083 7093 7103 7113 
3 16 18 58 71 75 86 112 161 163 168 170 171 181 185 189 198 253 261 266 279 288 350 2298 2300 2302 2402 3404 3405 4405 4414 4415 4427 4429 4431 4433 4435 4437 4439 4441 4494 4497 4500 4503 4505 4524 4527 4528 4628 4728 4786 4799 4808 4834 4937 4940 4941 4953 4954 5947 6857 6869 6870 6923 7023 7033 7043 7053 7063 7073 7083 7093 7103 7113 
3 16 18 58 71 74 86 112 155 163 168 170 171 181 185 189 198 253 261 266 279 286 350 2298 2300 2302 2402 3404 3405 4405 4410 4415 4427 4429 4431 4433 4435 4437 4439 4441 4492 4495 4498 4501 4504 4518 4525 4528 4628 4728 4786 4799 4808 4834 4934 4938 4941 4946 4954 5947 6857 6867 6870 6923 7023 7033 7043 7053 7063 7073 7083 7093 7103 7113 
1 15 18 63 67 78 85 124 156 162 164 169 171 181 185 189 198 246 261 266 278 290 321 1349 2301 2304 2404 3404 3405 4405 4412 4425 4427 4429 4431 4433 4435 4438 4439 4444 4494 4497 4500 4503 4504 4519 4526 4540 4681 4781 4787 4801 4816 4859 4934 4938 4941 4947 5645 6221 6858 6868 6910 6943 7026 7037 7046 7058 7065 7073 7086 7093 7103 7113 
2 16 18 63 67 77 85 112 156 162 168 169 171 181 185 189 198 253 261 266 278 290 388 1321 2301 2304 2404 3404 3405 4405 4414 4415 4427 4429 4431 4433 4435 4437 4439 4441 4494 4497 4500 4503 4507 4524 4527 4528 4628 4728 4786 4799 4808 4834 4937 4940 4941 4948 5575 6832 6858 6868 6878 6943 7026 7036 7046 7058 7063 7073 7086 7093 7103 7113 
1 15 18 60 67 74 85 126 156 162 164 169 171 181 185 189 198 206 261 266 278 291 349 1321 2301 2332 2403 3404 3405 4405 4414 4415 4427 4429 4431 4433 4435 4437 4439 4441 4494 4497 4500 4503 4504 4519 4526 4573 4681 4781 4787 4800 4815 4849 4934 4938 4941 4947 5014 6505 6858 6868 6922 6968 7027 7037 7047 7058 7063 7073 7083 7093 7103 7113 
2 16 18 60 67 74 85 112 156 162 167 169 171 181 185 189 198 253 261 266 278 292 388 1447 2301 2332 2403 3404 3405 4405 4414 4415 4427 4429 4431 4433 4435 4437 4439 4441 4494 4497 4500 4503 4508 4519 4526 4544 4681 4781 4787 4800 4817 4854 4934 4938 4941 4947 5816 6102 6858 6868 6906 6939 7026 7036 7046 7058 7063 7073 7083 7093 7103 7113 
3 16 18 58 71 74 87 126 155 163 168 170 171 181 185 189 198 230 261 266 279 285 494 2298 2301 2332 2403 3404 3405 4405 4410 4415 4427 4429 4431 4433 4435 4437 4439 4441 4492 4495 4498 4501 4504 4518 4525 4528 4628 4728 4786 4799 4808 4834 4934 4938 4941 4946 4954 5947 6857 6867 6870 6923 7023 7033 7043 7053 7063 7073 7083 7093 7103 7113 
3 16 18 57 71 74 87 126 155 163 168 170 171 181 185 189 198 230 261 266 279 284 494 2298 2301 2332 2403 3404 3405 4405 4410 4415 4427 4429 4431 4433 4435 4437 4439 4441 4492 4495 4498 4501 4504 4518 4525 4528 4628 4728 4786 4799 4808 4834 4934 4938 4941 4946 4954 5947 6857 6867 6870 6923 7023 7033 7043 7053 7063 7073 7083 7093 7103 7113 
3 16 18 57 71 74 87 126 155 163 168 170 171 181 185 189 198 230 261 266 280 282 494 2298 2299 2302 2402 3402 3405 4405 4410 4415 4427 4429 4431 4433 4435 4437 4439 4441 4492 4495 4498 4501 4504 4518 4525 4528 4628 4728 4786 4799 4808 4834 4934 4938 4941 4946 4954 5947 6857 6867 6870 6923 7023 7033 7043 7053 7063 7073 7083 7093 7103 7113 
1 15 18 61 67 75 85 112 156 162 164 169 171 181 185 189 199 253 261 266 279 293 331 2298 2301 2355 2403 3404 3405 4405 4412 4422 4427 4429 4431 4434 4435 4437 4439 4445 4493 4497 4500 4503 4504 4519 4526 4563 4681 4781 4787 4800 4817 4849 4934 4938 4941 4947 5155 6311 6858 6868 6922 6958 7027 7037 7047 7058 7063 7073 7083 7093 7107 7113 
2 16 18 61 67 75 85 112 156 162 168 169 171 181 185 189 199 253 261 266 278 289 321 2298 2301 2355 2403 3404 3405 4405 4414 4415 4427 4429 4431 4433 4435 4437 4439 4441 4494 4497 4500 4503 4507 4519 4526 4568 4681 4781 4787 4800 4815 4849 4934 4938 4941 4947 5626 6190 6858 6868 6922 6963 7027 7037 7047 7058 7063 7073 7083 7093 7103 7113 
3 15 18 59 71 76 85 112 161 162 164 169 171 181 185 189 199 253 261 266 278 291 331 2298 2301 2355 2403 3404 3405 4405 4414 4415 4427 4429 4431 4433 4435 4437 4439 4441 4494 4497 4500 4503 4504 4519 4526 4576 4681 4781 4787 4801 4815 4849 4934 4938 4941 4947 5266 6730 6858 6868 6922 6971 7027 7037 7047 7058 7063 7073 7083 7093 7103 7113 
1 16 18 61 67 75 85 126 156 162 168 169 171 181 185 189 199 206 261 266 278 291 349 2298 2300 2302 2402 3404 3405 4405 4414 4415 4427 4429 4431 4433 4435 4437 4439 4441 4494 4497 4500 4503 4508 4519 4526 4568 4681 4781 4787 4800 4816 4849 4934 4938 4941 4947 5875 6283 6860 6868 6922 6963 7027 7037 7047 7058 7063 7074 7083 7093 7103 7113 
2 15 18 63 67 76 85 112 156 162 164 169 171 181 185 189 199 253 261 266 279 295 321 1388 2300 2302 2402 3404 3405 4405 4412 4423 4427 4429 4431 4433 4436 4437 4439 4444 4494 4497 4500 4503 4504 4519 4526 4568 4681 4781 4796 4799 4815 4839 4934 4938 4941 4947 5885 5983 6861 6868 6922 6963 7027 7037 7047 7058 7063 7075 7083 7093 7103 7113 
1 16 18 60 69 74 85 112 159 162 168 169 171 181 185 189 198 253 261 266 278 291 441 1348 2300 2302 2402 3404 3405 4405 4414 4415 4427 4429 4431 4433 4435 4437 4439 4441 4494 4497 4500 4503 4505 4519 4526 4568 4681 4781 4787 4800 4815 4849 4934 4938 4941 4947 5555 6190 6858 6868 6922 6963 7027 7037 7047 7058 7063 7073 7083 7093 7103 7113 
1 16 18 62 67 75 85 112 156 162 166 169 171 181 185 189 198 253 261 266 278 291 331 1349 2300 2302 2402 3404 3405 4405 4414 4415 4427 4429 4431 4433 4435 4437 4439 4441 4494 4497 4500 4503 4506 4519 4526 4572 4681 4781 4787 4800 4816 4854 4934 4938 4941 4947 5125 6575 6858 6868 6922 6963 7027 7037 7047 7058 7063 7076 7083 7093 7103 7113 
2 15 18 62 67 75 85 112 156 162 164 169 171 181 185 189 198 253 261 266 278 286 386 1319 2300 2302 2402 3404 3405 4405 4414 4415 4427 4429 4431 4433 4435 4437 4439 4441 4494 4497 4500 4503 4504 4519 4526 4548 4669 4769 4787 4800 4821 4840 4934 4938 4941 4947 5364 6751 6858 6868 6910 6953 7027 7037 7047 7058 7063 7073 7083 7093 7103 7113 
3 15 18 58 71 74 88 112 161 163 164 170 171 181 185 189 198 253 261 266 279 287 331 1386 2300 2302 2402 3404 3405 4405 4414 4415 4427 4429 4431 4433 4435 4437 4439 4441 4494 4497 4500 4503 4504 4521 4527 4528 4628 4728 4786 4799 4808 4834 4937 4939 4945 4948 5515 6830 6858 6868 6876 6947 7025 7035 7045 7057 7063 7073 7083 7093 7103 7113 
1 15 18 60 67 75 85 124 156 162 164 169 171 181 185 189 198 238 261 266 278 291 331 1388 2301 2355 2403 3404 3405 4405 4414 4415 4427 4429 4431 4433 4435 4437 4439 4441 4494 4497 4500 4503 4504 4519 4526 4608 4681 4781 4787 4801 4809 4844 4934 4938 4941 4947 5564 6634 6858 6868 6922 7003 7027 7037 7047 7057 7063 7075 7083 7093 7103 7113 
