0, 57
1, 76
2, 151
3, 35
4, 41
5, 118
6, 74
7, 44
8, 225
9, 219
10, 200
11, 194
12, 191
13, 99
14, 23
15, 13
16, 166
17, 73
18, 41
19, 169
20, 39
21, 66
22, 108
23, 282
24, 182
25, 87
26, 89
27, 44
28, 274
29, 92
30, 23
31, 101
32, 28
33, 202
34, 69
35, 314
36, 56
37, 87
38, 112
39, 45
40, 152
41, 149
42, 82
43, 11
44, 5
45, 80
46, 151
47, 279
48, 222
49, 169
50, 48
51, 18
52, 41
53, 139
54, 121
55, 252
56, 7
57, 309
58, 142
59, 47
60, 237
61, 56
62, 57
63, 164
64, 94
65, 313
66, 145
67, 41
68, 39
69, 172
70, 168
71, 144
72, 18
73, 211
74, 32
75, 42
76, 153
77, 174
78, 158
79, 156
80, 193
81, 353
82, 36
83, 210
84, 172
85, 265
86, 85
87, 24
88, 78
89, 50
90, 105
91, 150
92, 54
93, 221
94, 133
95, 34
96, 48
97, 306
98, 180
99, 72
100, 67
101, 128
102, 171
103, 28
104, 229
105, 99
106, 40
107, 80
108, 165
109, 143
110, 138
111, 120
112, 36
113, 130
114, 4
115, 161
116, 22
117, 284
118, 16
119, 42
