1, 76
2, 151
3, 35
4, 41
5, 118
6, 74
7, 44
8, 225
9, 219
10, 200
11, 194
12, 191
13, 99
14, 23
15, 13
16, 166
17, 73
18, 41
19, 169
20, 39
21, 66
22, 108
23, 282
24, 182
25, 87
26, 89
27, 44
28, 274
29, 92
30, 23
31, 101
32, 28
33, 202
34, 69
35, 314
36, 56
37, 87
38, 112
39, 45
40, 152
41, 149
42, 82
43, 11
44, 5
45, 80
46, 151
47, 279
48, 222
49, 169
50, 48
51, 18
52, 41
53, 139
54, 121
55, 252
56, 7
57, 309
58, 142
59, 47
60, 237
61, 56
62, 57
63, 164
64, 94
65, 313
66, 145
67, 41
68, 39
69, 172
70, 168
71, 144
72, 18
73, 211
74, 32
75, 42
